"","gene","coverage","chromosome","begin","end","orientation","length","position","perc_coverage","Mb_position","Chr"
"898","Sh01_g033180",167,"Sh01",55459147,55461499,"+",2352,55460323,7.10034013605442,55.460323,"Sh0"
"899","Sh01_g033220",18,"Sh01",55488532,55491357,"-",2825,55489944.5,0.63716814159292,55.4899445,"Sh0"
"900","Sh01_g033250",19,"Sh01",55519477,55523094,"-",3617,55521285.5,0.525297207630633,55.5212855,"Sh0"
"901","Sh01_g033260",18,"Sh01",55565785,55569994,"-",4209,55567889.5,0.427655024946543,55.5678895,"Sh0"
"902","Sh01_g033300",38,"Sh01",55586973,55594469,"+",7496,55590721,0.506937033084312,55.590721,"Sh0"
"903","Sh01_g033310",18,"Sh01",55596636,55598604,"-",1968,55597620,0.914634146341463,55.59762,"Sh0"
"904","Sh01_g033410",20,"Sh01",55665512,55667401,"+",1889,55666456.5,1.05876124933827,55.6664565,"Sh0"
"905","Sh01_g033570",19,"Sh01",55807590,55810122,"-",2532,55808856,0.750394944707741,55.808856,"Sh0"
"906","Sh01_g033600",51,"Sh01",55847183,55850182,"+",2999,55848682.5,1.70056685561854,55.8486825,"Sh0"
"907","Sh01_g033690",84,"Sh01",55951796,55953865,"-",2069,55952830.5,4.05993233446109,55.9528305,"Sh0"
"908","Sh01_g033840",18,"Sh01",56304646,56310444,"-",5798,56307545,0.310451879958606,56.307545,"Sh0"
"909","Sh01_g033870",19,"Sh01",56348193,56348929,"-",736,56348561,2.58152173913043,56.348561,"Sh0"
"910","Sh01_g033880",20,"Sh01",56348938,56350777,"-",1839,56349857.5,1.08754758020663,56.3498575,"Sh0"
"911","Sh01_g033900",18,"Sh01",56395727,56399469,"+",3742,56397598,0.481026189203634,56.397598,"Sh0"
"912","Sh01_g033910",18,"Sh01",56402357,56404150,"-",1793,56403253.5,1.00390407138873,56.4032535,"Sh0"
"913","Sh01_g033950",19,"Sh01",56476285,56477097,"-",812,56476691,2.33990147783251,56.476691,"Sh0"
"914","Sh01_g034000",118,"Sh01",56516467,56519340,"-",2873,56517903.5,4.10720501218239,56.5179035,"Sh0"
"915","Sh01_g034020",36,"Sh01",56616928,56620573,"+",3645,56618750.5,0.987654320987654,56.6187505,"Sh0"
"916","Sh01_g034040",18,"Sh01",56679982,56685232,"+",5250,56682607,0.342857142857143,56.682607,"Sh0"
"917","Sh01_g034150",46,"Sh01",56755381,56758438,"-",3057,56756909.5,1.50474321229964,56.7569095,"Sh0"
"918","Sh01_g034170",20,"Sh01",56792450,56796698,"+",4248,56794574,0.470809792843691,56.794574,"Sh0"
"919","Sh01_g034200",19,"Sh01",56824298,56825415,"+",1117,56824856.5,1.70098478066249,56.8248565,"Sh0"
"920","Sh01_g034210",48,"Sh01",56825646,56826650,"-",1004,56826148,4.7808764940239,56.826148,"Sh0"
"921","Sh01_g034310",37,"Sh01",56911244,56914539,"-",3295,56912891.5,1.12291350531108,56.9128915,"Sh0"
"922","Sh01_g034340",18,"Sh01",56934817,56939675,"-",4858,56937246,0.370522848909016,56.937246,"Sh0"
"923","Sh01_g034360",18,"Sh01",57008438,57012557,"+",4119,57010497.5,0.436999271667881,57.0104975,"Sh0"
"924","Sh01_g034390",55,"Sh01",57054174,57061727,"+",7553,57057950.5,0.728187475175427,57.0579505,"Sh0"
"925","Sh01_g034440",18,"Sh01",57155471,57157045,"+",1574,57156258,1.143583227446,57.156258,"Sh0"
"926","Sh01_g034450",2015,"Sh01",57172353,57185052,"+",12699,57178702.5,15.8673911331601,57.1787025,"Sh0"
"927","Sh01_g034510",18,"Sh01",57282657,57283834,"-",1177,57283245.5,1.52931180968564,57.2832455,"Sh0"
"928","Sh01_g034540",37,"Sh01",57361845,57368691,"+",6846,57365268,0.540461583406369,57.365268,"Sh0"
"929","Sh01_g034570",18,"Sh01",57386894,57388339,"-",1445,57387616.5,1.24567474048443,57.3876165,"Sh0"
"930","Sh01_g034610",174,"Sh01",57458213,57464904,"+",6691,57461558.5,2.60050814526977,57.4615585,"Sh0"
"931","Sh01_g034630",91,"Sh01",57499035,57501780,"+",2745,57500407.5,3.31511839708561,57.5004075,"Sh0"
"932","Sh01_g034690",19,"Sh01",57519021,57520617,"-",1596,57519819,1.19047619047619,57.519819,"Sh0"
"933","Sh01_g034720",18,"Sh01",57527723,57532455,"-",4732,57530089,0.380388841927303,57.530089,"Sh0"
"934","Sh01_g034820",78,"Sh01",57798289,57801164,"-",2875,57799726.5,2.71304347826087,57.7997265,"Sh0"
"935","Sh01_g034980",36,"Sh01",58024692,58034419,"+",9727,58029555.5,0.370103834686954,58.0295555,"Sh0"
"936","Sh01_g034990",18,"Sh01",58037689,58045998,"+",8309,58041843.5,0.21663256709592,58.0418435,"Sh0"
"937","Sh01_g035020",124,"Sh01",58063132,58068383,"-",5251,58065757.5,2.36145496095982,58.0657575,"Sh0"
"938","Sh01_g035030",126,"Sh01",58075198,58080363,"+",5165,58077780.5,2.43949661181026,58.0777805,"Sh0"
"939","Sh01_g035170",20,"Sh01",58308868,58311169,"-",2301,58310018.5,0.869187309865276,58.3100185,"Sh0"
"940","Sh01_g035190",18,"Sh01",58324527,58325701,"-",1174,58325114,1.53321976149915,58.325114,"Sh0"
"941","Sh01_g035200",38,"Sh01",58326150,58327944,"-",1794,58327047,2.11817168338907,58.327047,"Sh0"
"942","Sh01_g035250",18,"Sh01",58358392,58359938,"-",1546,58359165,1.16429495472186,58.359165,"Sh0"
"943","Sh01_g035300",18,"Sh01",58444565,58449619,"+",5054,58447092,0.35615354174911,58.447092,"Sh0"
"944","Sh01_g035330",18,"Sh01",58520916,58522586,"+",1670,58521751,1.07784431137725,58.521751,"Sh0"
"945","Sh01_g035390",18,"Sh01",58654856,58658139,"-",3283,58656497.5,0.548279013097776,58.6564975,"Sh0"
"946","Sh01_g035440",168,"Sh01",58730783,58734517,"-",3734,58732650,4.49919657204071,58.73265,"Sh0"
"947","Sh01_g035490",241,"Sh01",58775385,58781822,"+",6437,58778603.5,3.74398011496039,58.7786035,"Sh0"
"948","Sh01_g035500",18,"Sh01",58787060,58790645,"+",3585,58788852.5,0.502092050209205,58.7888525,"Sh0"
"949","Sh01_g035630",19,"Sh01",58932442,58934007,"-",1565,58933224.5,1.21405750798722,58.9332245,"Sh0"
"950","Sh01_g035640",18,"Sh01",58951791,58953469,"-",1678,58952630,1.07270560190703,58.95263,"Sh0"
"951","Sh01_g035670",21,"Sh01",58979752,58981457,"-",1705,58980604.5,1.2316715542522,58.9806045,"Sh0"
"952","Sh01_g035700",42,"Sh01",59009258,59012224,"+",2966,59010741,1.41604855023601,59.010741,"Sh0"
"953","Sh01_g035740",2061,"Sh01",59043550,59050540,"-",6990,59047045,29.4849785407725,59.047045,"Sh0"
"954","Sh01_g035820",18,"Sh01",59169184,59171397,"-",2213,59170290.5,0.813375508359693,59.1702905,"Sh0"
"955","Sh01_g035830",18,"Sh01",59172811,59175164,"-",2353,59173987.5,0.764980875478113,59.1739875,"Sh0"
"956","Sh01_g035880",33,"Sh01",59267079,59269756,"+",2677,59268417.5,1.23272319760926,59.2684175,"Sh0"
"957","Sh01_g035950",132,"Sh01",59364961,59368052,"-",3091,59366506.5,4.27046263345196,59.3665065,"Sh0"
"958","Sh01_g036040",186,"Sh01",59471883,59472347,"+",464,59472115,40.0862068965517,59.472115,"Sh0"
"959","Sh01_g036080",18,"Sh01",59577270,59579177,"-",1907,59578223.5,0.943890928159413,59.5782235,"Sh0"
"960","Sh01_g036120",17,"Sh01",59587176,59588529,"+",1353,59587852.5,1.25646711012565,59.5878525,"Sh0"
"961","Sh01_g036130",18,"Sh01",59590183,59592808,"+",2625,59591495.5,0.685714285714286,59.5914955,"Sh0"
"962","Sh01_g036150",138,"Sh01",59601163,59603030,"+",1867,59602096.5,7.39153722549545,59.6020965,"Sh0"
"963","Sh01_g036190",46,"Sh01",59622014,59625868,"+",3854,59623941,1.19356512714063,59.623941,"Sh0"
"964","Sh01_g036200",55,"Sh01",59653942,59657894,"+",3952,59655918,1.3917004048583,59.655918,"Sh0"
"965","Sh01_g036250",36,"Sh01",59718399,59724284,"+",5885,59721341.5,0.611724723874257,59.7213415,"Sh0"
"966","Sh01_g036280",57,"Sh01",59757852,59764322,"+",6470,59761087,0.880989180834621,59.761087,"Sh0"
"967","Sh01_g036330",18,"Sh01",59821409,59821861,"+",452,59821635,3.98230088495575,59.821635,"Sh0"
"968","Sh01_g036430",197,"Sh01",59954926,59957901,"+",2975,59956413.5,6.6218487394958,59.9564135,"Sh0"
"969","Sh01_g036500",66,"Sh01",60140523,60141917,"-",1394,60141220,4.73457675753228,60.14122,"Sh0"
"970","Sh01_g036520",119,"Sh01",60233904,60237234,"+",3330,60235569,3.57357357357357,60.235569,"Sh0"
"971","Sh01_g036530",20,"Sh01",60243154,60249418,"+",6264,60246286,0.319284802043423,60.246286,"Sh0"
"972","Sh01_g036550",37,"Sh01",60283544,60284975,"+",1431,60284259.5,2.58560447239693,60.2842595,"Sh0"
"973","Sh01_g036590",72,"Sh01",60361966,60365528,"-",3562,60363747,2.02133632790567,60.363747,"Sh0"
"974","Sh01_g036620",19,"Sh01",60527746,60529882,"-",2136,60528814,0.889513108614232,60.528814,"Sh0"
"975","Sh01_g036640",18,"Sh01",60540884,60544473,"+",3589,60542678.5,0.501532460295347,60.5426785,"Sh0"
"976","Sh01_g036720",143,"Sh01",60794063,60797769,"-",3706,60795916,3.85860766324879,60.795916,"Sh0"
"977","Sh01_g036730",20,"Sh01",60810018,60812599,"-",2581,60811308.5,0.774893452150329,60.8113085,"Sh0"
"978","Sh01_g036740",18,"Sh01",60812601,60814980,"-",2379,60813790.5,0.756620428751576,60.8137905,"Sh0"
"979","Sh01_g036910",18,"Sh01",61052674,61058028,"+",5354,61055351,0.336197235711617,61.055351,"Sh0"
"980","Sh01_g036940",24,"Sh01",61068140,61070435,"-",2295,61069287.5,1.04575163398693,61.0692875,"Sh0"
"981","Sh01_g037130",1368,"Sh01",61334706,61346190,"+",11484,61340448,11.9122257053292,61.340448,"Sh0"
"982","Sh01_g037140",22,"Sh01",61419250,61422220,"-",2970,61420735,0.740740740740741,61.420735,"Sh0"
"983","Sh01_g037160",18,"Sh01",61426475,61431110,"-",4635,61428792.5,0.388349514563107,61.4287925,"Sh0"
"984","Sh01_g037190",101,"Sh01",61473517,61475799,"-",2282,61474658,4.42594215600351,61.474658,"Sh0"
"985","Sh01_g037310",37,"Sh01",61550341,61558744,"+",8403,61554542.5,0.44031893371415,61.5545425,"Sh0"
"986","Sh01_g037340",270,"Sh01",61587811,61593583,"-",5772,61590697,4.67775467775468,61.590697,"Sh0"
"987","Sh01_g037380",18,"Sh01",61724145,61725473,"+",1328,61724809,1.35542168674699,61.724809,"Sh0"
"988","Sh01_g037390",162,"Sh01",61799758,61803279,"+",3521,61801518.5,4.60096563476285,61.8015185,"Sh0"
"989","Sh01_g037560",19,"Sh01",62117048,62118510,"-",1462,62117779,1.29958960328317,62.117779,"Sh0"
"990","Sh01_g037610",18,"Sh01",62147915,62149311,"+",1396,62148613,1.28939828080229,62.148613,"Sh0"
"991","Sh01_g037640",278,"Sh01",62189824,62191718,"+",1894,62190771,14.6779303062302,62.190771,"Sh0"
"992","Sh01_g037680",67,"Sh01",62276888,62279322,"+",2434,62278105,2.75267050123254,62.278105,"Sh0"
"993","Sh01_g037690",18,"Sh01",62293591,62294418,"-",827,62294004.5,2.17654171704958,62.2940045,"Sh0"
"994","Sh01_g037700",341,"Sh01",62297701,62299443,"-",1742,62298572,19.5752009184845,62.298572,"Sh0"
"995","Sh01_g037710",143,"Sh01",62302891,62317337,"+",14446,62310114,0.989893396095805,62.310114,"Sh0"
"996","Sh01_g037770",18,"Sh01",62361338,62363365,"+",2027,62362351.5,0.888011840157869,62.3623515,"Sh0"
"997","Sh01_g037780",18,"Sh01",62378183,62384227,"+",6044,62381205,0.297816015883521,62.381205,"Sh0"
"998","Sh01_g037850",20,"Sh01",62533753,62538100,"+",4347,62535926.5,0.460087416609156,62.5359265,"Sh0"
"999","Sh01_g037890",18,"Sh01",62583393,62585440,"+",2047,62584416.5,0.87933561309233,62.5844165,"Sh0"
"1000","Sh01_g037910",39,"Sh01",62592510,62594529,"-",2019,62593519.5,1.93164933135215,62.5935195,"Sh0"
"1001","Sh01_g038090",20,"Sh01",62757897,62761393,"-",3496,62759645,0.5720823798627,62.759645,"Sh0"
"1002","Sh01_g038110",18,"Sh01",62771313,62774409,"-",3096,62772861,0.581395348837209,62.772861,"Sh0"
"1003","Sh01_g038150",44,"Sh01",62818412,62825594,"-",7182,62822003,0.612642717905876,62.822003,"Sh0"
"1004","Sh01_g038200",18,"Sh01",62883885,62890440,"+",6555,62887162.5,0.274599542334096,62.8871625,"Sh0"
"1005","Sh01_g038230",18,"Sh01",62931487,62932683,"-",1196,62932085,1.50501672240803,62.932085,"Sh0"
"1006","Sh01_g038270",24,"Sh01",62969048,62971373,"+",2325,62970210.5,1.03225806451613,62.9702105,"Sh0"
"1007","Sh01_g038310",97,"Sh01",62985691,62991544,"+",5853,62988617.5,1.65726977618315,62.9886175,"Sh0"
"1008","Sh01_g038380",18,"Sh01",63020742,63026630,"+",5888,63023686,0.30570652173913,63.023686,"Sh0"
"1009","Sh01_g038540",19,"Sh01",63245551,63248379,"+",2828,63246965,0.671852899575672,63.246965,"Sh0"
"1010","Sh01_g038640",47,"Sh01",63495096,63497660,"-",2564,63496378,1.83307332293292,63.496378,"Sh0"
"1011","Sh01_g038710",18,"Sh01",63707128,63709657,"+",2529,63708392.5,0.711743772241993,63.7083925,"Sh0"
"1012","Sh01_g038760",207,"Sh01",63766905,63771456,"-",4551,63769180.5,4.5484508899143,63.7691805,"Sh0"
"1013","Sh01_g038800",18,"Sh01",63812203,63814581,"-",2378,63813392,0.756938603868797,63.813392,"Sh0"
"1014","Sh01_g038830",19,"Sh01",63844323,63848167,"+",3844,63846245,0.494276795005203,63.846245,"Sh0"
"1015","Sh01_g038880",71,"Sh01",63897026,63899552,"-",2526,63898289,2.81076801266825,63.898289,"Sh0"
"1016","Sh01_g038890",75,"Sh01",63916721,63917836,"-",1115,63917278.5,6.72645739910314,63.9172785,"Sh0"
"1017","Sh01_g038950",18,"Sh01",64079036,64083024,"+",3988,64081030,0.45135406218656,64.08103,"Sh0"
"1018","Sh01_g038970",18,"Sh01",64108335,64114980,"-",6645,64111657.5,0.270880361173815,64.1116575,"Sh0"
"1019","Sh01_g038980",140,"Sh01",64118007,64119480,"-",1473,64118743.5,9.50441276306857,64.1187435,"Sh0"
"1020","Sh01_g039010",18,"Sh01",64126757,64128263,"-",1506,64127510,1.19521912350598,64.12751,"Sh0"
"1021","Sh01_g039160",19,"Sh01",64439249,64441806,"-",2557,64440527.5,0.743058271411811,64.4405275,"Sh0"
"1022","Sh01_g039210",33,"Sh01",64476920,64479820,"+",2900,64478370,1.13793103448276,64.47837,"Sh0"
"1023","Sh01_g039230",174,"Sh01",64504445,64505392,"+",947,64504918.5,18.3738120380148,64.5049185,"Sh0"
"1024","Sh01_g039260",258,"Sh01",64543820,64544915,"+",1095,64544367.5,23.5616438356164,64.5443675,"Sh0"
"1025","Sh01_g039280",66,"Sh01",64556827,64559188,"+",2361,64558007.5,2.79542566709022,64.5580075,"Sh0"
"1026","Sh01_g039320",18,"Sh01",64680873,64683146,"+",2273,64682009.5,0.791904971403432,64.6820095,"Sh0"
"1027","Sh01_g039330",36,"Sh01",64683915,64688536,"-",4621,64686225.5,0.77905215321359,64.6862255,"Sh0"
"1028","Sh01_g039340",18,"Sh01",64771675,64775187,"-",3512,64773431,0.5125284738041,64.773431,"Sh0"
"1029","Sh01_g039520",19,"Sh01",65041250,65044262,"-",3012,65042756,0.630810092961487,65.042756,"Sh0"
"1030","Sh01_g039540",18,"Sh01",65051268,65058515,"-",7247,65054891.5,0.248378639437008,65.0548915,"Sh0"
"1031","Sh01_g039560",20,"Sh01",65081972,65083273,"-",1301,65082622.5,1.53727901614143,65.0826225,"Sh0"
"1032","Sh01_g039580",146,"Sh01",65169034,65169856,"+",822,65169445,17.7615571776156,65.169445,"Sh0"
"1033","Sh01_g039610",152,"Sh01",65237361,65241620,"-",4259,65239490.5,3.56891289034985,65.2394905,"Sh0"
"1034","Sh01_g039740",22,"Sh01",65416975,65418392,"-",1417,65417683.5,1.55257586450247,65.4176835,"Sh0"
"1035","Sh01_g039750",131,"Sh01",65441839,65445896,"+",4057,65443867.5,3.22898693615972,65.4438675,"Sh0"
"1036","Sh01_g039760",19,"Sh01",65449867,65450822,"-",955,65450344.5,1.98952879581152,65.4503445,"Sh0"
"1037","Sh01_g039780",18,"Sh01",65456574,65458800,"-",2226,65457687,0.808625336927224,65.457687,"Sh0"
"1038","Sh01_g039820",18,"Sh01",65521184,65526845,"+",5661,65524014.5,0.317965023847377,65.5240145,"Sh0"
"1039","Sh01_g039830",19,"Sh01",65529986,65531836,"+",1850,65530911,1.02702702702703,65.530911,"Sh0"
"1040","Sh01_g039940",21,"Sh01",65763921,65765981,"-",2060,65764951,1.01941747572816,65.764951,"Sh0"
"1041","Sh01_g040000",21,"Sh01",65835757,65839380,"-",3623,65837568.5,0.57963014076732,65.8375685,"Sh0"
"1042","Sh01_g040030",20,"Sh01",65843183,65846931,"-",3748,65845057,0.533617929562433,65.845057,"Sh0"
"1043","Sh01_g040070",37,"Sh01",65900204,65900811,"+",607,65900507.5,6.09555189456343,65.9005075,"Sh0"
"1044","Sh01_g040090",77,"Sh01",65950714,65956804,"+",6090,65953759,1.26436781609195,65.953759,"Sh0"
"1045","Sh01_g040150",18,"Sh01",65987719,65989975,"+",2256,65988847,0.797872340425532,65.988847,"Sh0"
"1046","Sh01_g040160",19,"Sh01",65992875,65993365,"-",490,65993120,3.87755102040816,65.99312,"Sh0"
"1047","Sh01_g040180",224,"Sh01",66076769,66080609,"-",3840,66078689,5.83333333333333,66.078689,"Sh0"
"1048","Sh01_g040210",19,"Sh01",66125599,66127667,"+",2068,66126633,0.918762088974855,66.126633,"Sh0"
"1049","Sh01_g040240",44,"Sh01",66158041,66162479,"-",4438,66160260,0.991437584497521,66.16026,"Sh0"
"1050","Sh01_g040320",18,"Sh01",66240787,66244226,"-",3439,66242506.5,0.523407967432393,66.2425065,"Sh0"
"1051","Sh01_g040480",18,"Sh01",66417797,66420155,"-",2358,66418976,0.763358778625954,66.418976,"Sh0"
"1052","Sh01_g040500",18,"Sh01",66432149,66436832,"-",4683,66434490.5,0.384368994234465,66.4344905,"Sh0"
"1053","Sh01_g040530",22,"Sh01",66505417,66508749,"+",3332,66507083,0.660264105642257,66.507083,"Sh0"
"1054","Sh01_g040540",20,"Sh01",66531336,66536618,"+",5282,66533977,0.378644452858766,66.533977,"Sh0"
"1055","Sh01_g040560",36,"Sh01",66568433,66573477,"-",5044,66570955,0.713719270420301,66.570955,"Sh0"
"1056","Sh01_g040580",20,"Sh01",66589159,66590346,"+",1187,66589752.5,1.6849199663016,66.5897525,"Sh0"
"1057","Sh01_g040760",217,"Sh01",66826437,66830846,"-",4409,66828641.5,4.9217509639374,66.8286415,"Sh0"
"1058","Sh01_g040820",95,"Sh01",66960820,66966470,"+",5650,66963645,1.68141592920354,66.963645,"Sh0"
"1059","Sh01_g040840",39,"Sh01",66969089,66970489,"-",1400,66969789,2.78571428571429,66.969789,"Sh0"
"1060","Sh01_g040870",175,"Sh01",66995255,66997381,"+",2126,66996318,8.23142050799624,66.996318,"Sh0"
"1061","Sh01_g041000",18,"Sh01",67159610,67163261,"+",3651,67161435.5,0.493015612161052,67.1614355,"Sh0"
"1062","Sh01_g041030",27,"Sh01",67190982,67194207,"+",3225,67192594.5,0.837209302325581,67.1925945,"Sh0"
"1063","Sh01_g041070",19,"Sh01",67252146,67253560,"+",1414,67252853,1.34370579915134,67.252853,"Sh0"
"1064","Sh01_g041110",19,"Sh01",67319660,67324965,"+",5305,67322312.5,0.358152686145146,67.3223125,"Sh0"
"1065","Sh01_g041140",24,"Sh01",67368121,67369478,"+",1357,67368799.5,1.76860722181282,67.3687995,"Sh0"
"1066","Sh01_g041160",113,"Sh01",67382083,67383081,"+",998,67382582,11.3226452905812,67.382582,"Sh0"
"1067","Sh01_g041180",106,"Sh01",67395228,67401076,"-",5848,67398152,1.81258549931601,67.398152,"Sh0"
"1068","Sh01_g041190",18,"Sh01",67408554,67410894,"+",2340,67409724,0.769230769230769,67.409724,"Sh0"
"1069","Sh01_g041220",66,"Sh01",67468871,67469653,"-",782,67469262,8.43989769820972,67.469262,"Sh0"
"1070","Sh01_g041460",19,"Sh01",67813880,67816493,"-",2613,67815186.5,0.727133562954459,67.8151865,"Sh0"
"1071","Sh01_g041490",24,"Sh01",67849590,67850442,"+",852,67850016,2.8169014084507,67.850016,"Sh0"
"1072","Sh01_g041630",18,"Sh01",67984647,67987865,"+",3218,67986256,0.559353635798633,67.986256,"Sh0"
"1073","Sh01_g041640",18,"Sh01",67999888,68001690,"-",1802,68000789,0.998890122086571,68.000789,"Sh0"
"1074","Sh01_g041660",18,"Sh01",68072394,68074105,"+",1711,68073249.5,1.05201636469901,68.0732495,"Sh0"
"1075","Sh01_g041670",18,"Sh01",68074107,68075551,"+",1444,68074829,1.24653739612188,68.074829,"Sh0"
"1076","Sh01_g041730",228,"Sh01",68137797,68145908,"+",8111,68141852.5,2.81099741092344,68.1418525,"Sh0"
"1077","Sh01_g041750",21,"Sh01",68149601,68150607,"-",1006,68150104,2.08747514910537,68.150104,"Sh0"
"1078","Sh01_g041760",18,"Sh01",68150636,68156408,"-",5772,68153522,0.311850311850312,68.153522,"Sh0"
"1079","Sh01_g041780",116,"Sh01",68156940,68162148,"-",5208,68159544,2.2273425499232,68.159544,"Sh0"
"1080","Sh01_g041810",18,"Sh01",68217960,68221310,"-",3350,68219635,0.537313432835821,68.219635,"Sh0"
"1081","Sh01_g042130",18,"Sh01",68529305,68529703,"+",398,68529504,4.52261306532663,68.529504,"Sh0"
"1082","Sh01_g042160",18,"Sh01",68544856,68553096,"+",8240,68548976,0.218446601941748,68.548976,"Sh0"
"1083","Sh01_g042200",2723,"Sh01",68632770,68642111,"+",9341,68637440.5,29.1510544909539,68.6374405,"Sh0"
"1084","Sh01_g042210",702,"Sh01",68643627,68650907,"-",7280,68647267,9.64285714285714,68.647267,"Sh0"
"1085","Sh01_g042220",55,"Sh01",68651162,68656307,"+",5145,68653734.5,1.0689990281827,68.6537345,"Sh0"
"1086","Sh01_g042350",36,"Sh01",68756942,68758387,"+",1445,68757664.5,2.49134948096886,68.7576645,"Sh0"
"1087","Sh01_g042390",18,"Sh01",68790890,68793576,"+",2686,68792233,0.670141474311243,68.792233,"Sh0"
"1088","Sh01_g042420",149,"Sh01",68817683,68822468,"-",4785,68820075.5,3.11389759665622,68.8200755,"Sh0"
"1089","Sh01_g042440",18,"Sh01",68855068,68855868,"+",800,68855468,2.25,68.855468,"Sh0"
"1090","Sh01_g042510",37,"Sh01",68905204,68907879,"-",2675,68906541.5,1.38317757009346,68.9065415,"Sh0"
"1091","Sh01_g042550",18,"Sh01",68950843,68955486,"+",4643,68953164.5,0.38768037906526,68.9531645,"Sh0"
"1092","Sh01_g042680",117,"Sh01",69132418,69135121,"+",2703,69133769.5,4.32852386237514,69.1337695,"Sh0"
"1093","Sh01_g042690",243,"Sh01",69135228,69137484,"+",2256,69136356,10.7712765957447,69.136356,"Sh0"
"1094","Sh01_g042700",137,"Sh01",69137961,69139023,"+",1062,69138492,12.9001883239171,69.138492,"Sh0"
"1095","Sh01_g042740",18,"Sh01",69187463,69188311,"-",848,69187887,2.12264150943396,69.187887,"Sh0"
"1096","Sh01_g042780",18,"Sh01",69244869,69245981,"+",1112,69245425,1.61870503597122,69.245425,"Sh0"
"1097","Sh01_g042850",80,"Sh01",69378270,69378706,"+",436,69378488,18.348623853211,69.378488,"Sh0"
"1098","Sh01_g042860",18,"Sh01",69392942,69394871,"-",1929,69393906.5,0.933125972006221,69.3939065,"Sh0"
"1099","Sh01_g042870",142,"Sh01",69415118,69420779,"-",5661,69417948.5,2.50839074368486,69.4179485,"Sh0"
"1100","Sh01_g042910",19,"Sh01",69448110,69449721,"-",1611,69448915.5,1.17939168218498,69.4489155,"Sh0"
"1101","Sh01_g042950",248,"Sh01",69481627,69485648,"+",4021,69483637.5,6.16761999502611,69.4836375,"Sh0"
"1102","Sh01_g042960",18,"Sh01",69490214,69493887,"+",3673,69492050.5,0.490062619112442,69.4920505,"Sh0"
"1103","Sh01_g042970",18,"Sh01",69509196,69514509,"+",5313,69511852.5,0.338791643139469,69.5118525,"Sh0"
